name,rating,numberofbik,WatchthisMonth,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,chef restaurant,sitting outside,smoke area,sea food,coffe shop,delivery,burger shop,online order,Converted_Kosher,Price_Convert
883,7.5,763,397,1,0,0,0,0,0,1,0,0,1,0,1,1,1
885,8.1,1007,413,0,0,0,0,0,1,1,0,1,1,0,1,0,1
886,8.4,3557,546,0,0,0,0,0,1,1,0,1,1,0,1,0,1
887,8.2,1489,1067,0,0,1,0,0,0,0,0,0,1,1,1,0,1
891,7.6,2050,612,1,1,0,0,0,1,1,0,1,1,0,1,1,1
892,8.3,575,319,0,0,1,0,0,0,0,0,0,0,0,0,0,1
893,8.3,9,117,0,1,1,0,0,0,0,0,0,1,0,0,1,1
894,8.3,1906,334,1,0,0,0,0,0,0,0,0,1,0,1,1,1
895,8.6,462,174,0,0,1,0,0,1,0,0,0,1,0,0,1,1
896,8.0,2115,212,0,0,0,0,0,0,0,0,0,1,1,1,1,1
897,7.9,3960,1236,0,0,1,0,0,1,0,0,0,1,0,1,1,1
898,7.7,494,119,0,1,0,0,0,1,1,0,1,0,0,0,1,1
900,7.3,98,284,0,0,0,0,0,0,0,0,1,1,0,1,0,1
901,8.5,71,321,0,0,1,0,0,0,0,0,0,0,0,0,0,1
902,8.2,255,753,0,0,1,0,0,0,0,0,0,0,0,0,0,1
903,8.5,1020,622,0,0,0,0,0,1,1,0,1,1,0,1,0,1
905,8.6,648,593,1,0,0,0,0,0,0,0,0,1,0,1,0,1
906,8.6,154,225,0,0,1,0,0,1,1,0,0,1,0,0,0,1
907,7.1,125,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
908,8.1,3208,830,0,0,1,0,0,1,0,0,0,1,0,1,1,1
909,8.4,1525,786,1,0,1,0,0,1,1,0,0,1,0,1,1,1
910,8.6,82,272,0,1,0,0,0,0,0,0,0,1,0,0,1,1
911,8.4,16,209,0,0,1,0,0,1,0,0,0,0,0,0,1,1
912,8.2,2495,385,0,1,0,0,0,1,1,0,1,1,0,1,1,1
913,7.7,130,157,0,1,0,0,0,0,0,0,1,1,0,1,1,1
914,7.9,3418,914,0,0,1,0,0,1,1,0,0,1,0,1,1,1
915,8.6,1235,458,1,0,0,0,0,1,1,0,0,1,0,1,0,1
916,9.0,906,177,0,1,0,0,0,1,0,0,1,0,0,1,1,1
917,7.7,41,66,0,0,1,0,0,0,0,0,0,0,0,0,0,1
918,8.1,2871,480,0,1,0,0,0,1,1,0,1,1,0,1,1,1
919,8.3,362,606,1,0,0,0,0,0,0,0,0,1,0,1,1,1
920,8.9,2274,855,0,0,1,0,0,1,0,0,0,1,0,1,0,1
921,7.4,142,102,0,0,0,0,0,0,1,0,1,0,0,0,0,1
922,8.8,1949,1651,1,0,0,0,0,1,0,0,0,1,0,1,1,1
923,8.0,1783,499,0,1,0,0,0,0,1,0,1,1,0,1,1,1
924,9.0,6438,1078,0,0,1,0,0,1,1,0,0,0,0,0,0,1
925,8.1,710,136,0,0,1,0,0,0,0,0,0,1,0,1,1,1
926,8.2,830,260,0,0,1,0,0,0,0,0,0,0,0,0,1,0
927,8.9,616,721,0,0,1,0,0,1,1,0,0,1,1,1,1,0
928,7.9,1159,437,0,0,1,0,0,1,1,0,0,1,0,1,1,1
929,7.6,285,208,1,0,1,0,0,1,0,0,0,1,0,1,0,0
930,8.4,2031,571,0,0,1,0,0,1,0,0,0,0,1,1,1,1
931,7.8,357,596,0,0,1,0,0,0,0,0,0,1,0,1,1,1
932,8.4,63,176,1,0,0,0,0,0,0,0,0,1,0,1,1,1
935,7.8,1290,270,0,0,0,0,0,0,1,0,1,0,0,0,0,1
936,8.1,825,361,0,1,0,0,0,1,0,0,1,1,0,1,1,1
937,7.7,333,240,0,1,0,0,0,0,0,0,0,1,0,1,0,1
938,8.2,603,51,0,0,1,0,0,0,0,0,0,0,0,0,0,1
939,8.0,2486,368,0,0,1,0,0,1,1,0,0,1,0,1,1,1
940,8.1,67,361,0,0,0,0,0,0,0,0,0,1,1,0,0,1
941,8.5,184,70,0,0,0,0,0,0,0,0,1,0,0,0,0,1
942,7.5,124,206,0,0,1,0,0,1,0,0,0,1,1,1,1,1
943,8.8,3479,1085,0,0,1,0,0,1,1,0,0,1,1,1,0,1
944,8.6,13,502,0,0,1,0,0,0,0,0,0,1,1,1,0,1
945,8.4,3302,395,0,1,0,0,0,1,1,0,1,0,0,1,1,1
946,8.4,22,543,0,0,1,0,0,1,0,0,0,1,1,0,1,0
948,7.4,47,231,0,0,0,0,0,0,0,0,1,0,0,0,1,1
950,8.6,1803,1016,0,0,1,0,0,1,0,0,0,1,0,1,1,1
951,9.0,793,1431,0,0,1,0,0,1,1,0,0,1,1,1,1,1
952,8.3,4296,378,1,0,0,0,0,0,0,0,0,1,0,1,0,0
956,8.1,384,504,1,0,0,0,0,1,0,0,0,1,0,1,1,0
957,9.1,1831,1128,0,0,0,0,0,1,1,0,1,1,0,1,0,1
958,8.4,507,201,0,0,1,0,0,0,1,0,0,1,0,1,1,1
960,8.1,1804,113,0,1,0,0,0,0,0,0,0,1,0,1,1,1
961,8.9,5265,1260,0,0,1,0,0,1,0,0,0,1,1,1,0,1
962,8.3,21,210,0,0,0,0,0,1,0,0,0,1,1,0,1,1
964,8.3,15,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
965,8.7,776,1214,0,0,1,0,0,0,1,0,0,1,1,1,1,1
966,7.7,1037,256,0,0,1,0,0,1,1,0,0,0,0,0,1,0
967,8.6,140,1719,0,0,1,0,0,1,1,0,0,0,0,0,1,1
969,8.3,3116,1234,0,1,0,0,0,0,0,0,1,1,0,1,1,1
970,7.9,26,46,0,1,1,0,0,0,0,0,0,1,0,0,0,0
971,8.4,2596,507,0,0,1,0,0,1,1,0,1,1,0,1,0,1
972,8.5,2557,656,0,0,1,0,0,0,0,0,0,0,0,0,1,0
973,8.7,325,1206,0,0,0,0,0,0,0,0,1,1,0,1,0,1
974,8.3,563,66,0,0,1,0,0,0,0,0,1,0,0,0,0,1
975,6.8,13,190,0,1,0,0,0,0,0,0,0,1,0,0,1,1
978,7.3,1390,303,0,0,1,0,0,0,0,0,1,0,0,0,0,1
979,8.3,11,107,1,0,0,0,0,0,0,0,0,0,0,0,0,1
980,8.0,3465,1170,1,0,0,0,0,1,1,0,0,1,0,1,0,1
981,8.7,220,1061,0,1,0,0,0,1,0,0,0,1,0,1,0,1
983,8.5,298,236,0,1,0,0,0,1,1,0,0,1,0,1,1,0
984,7.3,453,203,0,0,0,0,0,1,1,0,1,1,0,1,0,1
985,7.2,26,189,1,0,0,0,0,0,0,0,0,1,0,0,1,1
986,8.1,2532,504,0,0,1,0,0,1,0,0,0,1,1,1,0,1
987,8.3,15,37,0,1,0,0,0,0,0,0,0,0,0,0,0,1
988,8.1,2405,365,0,1,0,0,0,1,1,0,1,0,0,0,1,1
989,7.9,370,349,0,0,1,0,0,1,0,0,0,1,0,1,1,1
990,8.2,63,197,0,1,1,0,0,1,0,0,0,0,0,0,1,1
993,8.5,2124,399,0,0,1,0,0,0,1,0,0,0,0,0,0,1
994,8.3,33,545,0,0,1,0,0,0,0,0,0,0,0,0,0,1
997,9.0,5240,1082,0,1,0,0,0,1,0,0,0,1,0,1,0,2
998,8.7,28,781,1,0,0,0,0,0,0,0,0,1,0,0,1,1
999,8.6,571,283,0,0,1,0,0,0,0,0,0,1,1,1,1,1
1000,8.0,1641,544,1,0,0,0,0,0,0,0,0,1,0,1,1,1
1002,8.0,295,432,0,0,1,0,0,1,0,0,0,0,0,0,0,2
1006,7.7,584,697,1,0,0,0,0,0,0,0,0,1,0,1,1,1
1007,8.6,643,307,0,1,0,0,0,1,1,0,0,1,0,0,1,0
1008,8.1,240,110,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1009,8.6,873,249,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1010,8.8,695,261,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1011,8.7,4014,1284,0,0,1,0,0,1,0,0,0,1,0,1,0,2
1016,7.6,124,440,0,1,0,0,0,1,0,0,0,1,0,1,1,1
1017,8.3,2842,598,0,0,1,0,0,1,1,0,0,1,1,1,0,1
1018,8.3,231,287,0,0,1,0,0,1,1,0,0,1,0,1,0,0
1019,8.3,326,497,0,0,1,0,0,1,1,0,0,1,0,1,1,0
1020,8.0,1226,215,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1021,8.2,3951,1050,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1022,7.8,415,236,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1024,8.2,1582,127,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1025,9.2,1384,1491,0,0,0,0,0,1,0,0,1,1,0,1,0,0
1026,7.3,77,154,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1027,8.7,1623,975,0,0,1,0,0,1,1,0,0,1,0,1,1,0
1028,8.3,1181,307,0,1,0,0,0,0,0,0,0,0,0,1,1,1
1029,8.4,50,62,0,1,1,0,0,0,0,0,0,1,0,0,1,1
1030,8.4,249,561,1,1,0,0,0,1,1,0,0,1,0,0,1,1
1032,8.7,2727,1667,0,0,1,0,0,0,1,0,0,1,0,1,1,0
1033,8.8,392,218,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1035,8.2,2788,823,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1036,8.0,1609,821,0,1,0,0,0,1,1,0,1,0,0,1,1,1
1037,7.9,502,219,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1039,7.1,11,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1040,8.0,1061,291,0,0,1,0,0,1,1,0,0,1,0,0,1,0
1043,7.7,36,191,0,0,1,0,0,1,1,0,0,1,0,1,1,1
1045,7.6,1270,279,0,0,0,0,0,1,0,0,1,0,0,0,1,1
1046,8.3,128,119,0,0,1,0,0,1,0,0,0,1,0,1,1,0
1047,8.0,152,238,0,0,1,0,0,0,0,0,0,1,0,1,1,1
1048,8.5,5392,950,0,0,1,0,0,1,1,0,0,1,0,0,1,1
1049,7.0,27,642,0,0,0,0,0,1,1,0,1,0,0,0,1,1
1050,8.4,2279,606,0,0,1,0,0,1,1,0,0,1,1,1,1,1
1052,8.5,513,345,0,0,1,0,0,1,1,0,0,1,0,0,0,1
1053,8.9,3906,1432,0,0,1,0,0,1,1,0,0,1,0,1,0,2
1054,8.4,489,263,1,0,0,0,0,0,0,0,0,1,0,1,1,1
1055,8.7,138,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
1056,8.2,523,202,0,0,1,0,0,0,0,0,0,1,0,1,1,0
1058,8.6,263,271,0,1,0,0,0,1,1,0,1,1,0,1,1,1
1059,9.2,520,1280,0,0,1,0,0,0,0,0,0,1,0,1,1,1
1060,8.2,1034,581,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1061,8.0,971,285,0,0,0,0,0,1,0,0,1,1,0,1,1,1
1063,8.2,233,229,0,0,1,0,0,0,0,0,0,1,0,1,1,0
1064,8.5,328,148,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1065,8.0,1653,371,0,1,0,0,0,1,1,0,1,1,0,1,1,1
1066,7.5,1976,233,1,0,0,0,0,1,1,0,0,1,0,1,1,1
1067,8.5,104,83,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1068,8.2,5155,540,0,0,0,0,0,1,0,0,0,1,1,1,0,1
1069,7.6,190,231,0,1,0,0,0,0,0,0,1,1,0,1,1,1
1071,8.2,1384,212,0,1,0,0,0,0,0,0,0,1,0,1,1,1
1072,8.4,228,593,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1073,8.7,517,802,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1074,9.0,930,660,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1075,7.6,294,196,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1076,8.3,1422,1150,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1078,7.5,311,277,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1079,7.1,27,164,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1080,8.4,717,297,0,0,1,0,0,0,0,0,0,1,0,1,1,1
1082,7.8,85,350,0,1,0,0,0,1,0,0,1,1,0,1,1,1
1087,7.9,4,102,0,1,0,0,0,0,0,0,0,1,0,1,1,1
1089,8.8,1118,975,0,0,1,0,0,0,0,0,0,1,0,1,1,1
1092,8.4,115,197,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1095,7.4,17,311,0,0,1,0,0,1,1,0,0,1,0,0,1,1
1097,8.6,79,358,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1100,8.5,102,202,0,0,1,0,0,1,1,0,0,1,0,1,1,1
1101,7.9,1362,349,0,1,0,0,0,1,1,0,1,1,0,1,1,1
1102,8.6,22,652,1,0,1,0,0,1,0,0,0,1,0,1,1,1
1103,8.5,68,80,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1105,7.8,130,87,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1106,7.6,198,471,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1108,7.8,123,279,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1110,7.9,2925,205,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1111,8.2,1997,728,0,0,1,0,0,0,0,0,0,1,1,1,1,1
1112,8.3,4365,891,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1113,8.0,3377,752,0,0,1,0,0,1,0,0,0,1,0,1,1,0
1114,8.0,606,247,0,1,0,0,0,0,0,0,1,1,0,1,1,1
1117,8.4,23,491,0,0,1,0,0,1,1,0,0,1,1,1,1,1
1118,8.5,2513,1089,0,0,0,0,0,1,0,0,0,1,1,0,0,1
1119,8.6,1010,1027,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1120,7.9,69,281,0,0,1,0,0,0,1,0,0,1,1,0,1,1
1122,8.5,536,84,0,0,1,0,0,0,0,0,0,1,0,1,1,1
1123,8.1,5744,800,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1124,8.3,172,579,0,0,1,0,0,1,0,0,0,1,0,1,1,1
1125,8.8,35,772,0,0,1,0,0,0,0,0,0,1,1,1,1,1
1126,7.5,141,170,0,0,1,0,0,1,1,0,0,1,1,1,1,1
1128,7.9,1532,348,1,0,1,0,0,1,1,0,0,1,0,1,1,1
1129,9.0,1875,387,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1131,8.5,2613,1141,0,0,1,0,0,1,1,0,0,1,1,1,0,1
1133,8.3,5403,757,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1137,8.3,1238,437,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1138,8.3,1869,318,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1139,8.1,1524,263,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1140,9.1,408,1035,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1141,8.5,130,223,0,0,1,0,0,1,1,0,0,1,0,1,1,1
1142,7.2,90,58,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1143,8.8,420,316,0,0,0,0,0,1,0,0,1,1,0,1,1,1
1145,8.0,1156,262,0,0,1,0,0,1,1,0,0,0,0,1,1,1
1146,8.9,336,945,0,0,1,0,0,1,0,0,0,1,1,1,0,1
1147,8.2,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1148,8.7,1108,291,0,0,1,0,0,1,1,0,0,0,0,0,1,1
1150,8.6,2056,1173,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1151,7.7,1205,410,0,1,0,0,0,1,1,0,1,0,0,0,1,1
1152,9.0,521,778,0,0,1,0,0,1,1,0,0,1,1,1,1,1
1155,7.8,495,144,0,1,0,0,0,0,0,0,1,1,0,1,1,1
1157,7.3,114,748,0,1,0,0,0,1,1,0,1,1,0,1,0,1
1158,8.2,448,342,1,0,1,0,0,0,1,0,0,1,0,1,1,1
1159,8.0,80,169,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1162,8.4,259,131,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1164,8.6,1288,163,0,0,1,0,0,1,1,0,0,1,0,1,1,0
1167,7.5,1234,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1
1169,8.5,1043,550,0,0,0,0,0,1,1,0,0,0,1,0,1,0
1170,7.8,836,401,0,0,1,0,0,0,0,0,0,1,1,1,1,1
1171,8.4,741,297,0,0,1,0,0,1,1,0,0,1,0,0,1,1
1172,8.2,340,133,0,1,0,0,0,1,0,0,1,0,0,0,1,1
1174,8.6,846,580,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1175,8.4,1062,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
1176,8.7,579,449,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1177,7.9,1308,215,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1178,8.7,2547,611,0,0,1,0,0,0,0,0,0,1,1,0,0,1
1179,7.9,562,623,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1181,8.7,18,138,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1183,9.3,1997,1554,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1185,8.1,1617,528,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1186,7.7,86,79,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1187,8.3,561,152,0,0,1,0,0,0,1,0,0,1,0,1,1,1
1188,7.6,34,358,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1189,8.3,1419,525,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1190,8.7,866,262,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1191,7.8,94,171,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1192,9.0,7022,913,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1195,9.0,1462,1138,0,1,0,0,0,0,0,0,1,1,0,1,1,1
1196,8.0,48,70,0,0,1,0,0,0,0,0,0,1,0,1,1,1
1198,7.5,1299,205,0,0,1,0,0,1,1,0,0,1,0,1,1,1
1199,8.5,73,32,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1200,8.5,1119,203,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1201,8.9,767,578,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1202,8.6,760,687,1,0,0,0,0,1,1,0,0,1,0,1,1,1
1203,7.6,127,748,0,0,1,0,0,1,1,0,0,0,0,1,1,1
1204,7.3,2588,251,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1206,8.4,4566,1012,0,0,1,0,0,1,0,0,0,1,1,1,0,1
1207,8.3,2139,975,0,0,1,0,0,0,0,0,0,1,0,1,1,0
1208,7.4,84,517,0,0,1,0,0,1,1,0,0,1,0,1,1,1
1209,8.1,2087,183,0,0,0,0,0,1,1,0,1,1,0,1,0,1
1210,8.4,448,142,0,1,0,0,0,1,1,0,0,1,0,0,1,1
1211,7.7,1480,61,0,1,0,0,0,1,1,0,1,0,0,0,1,1
1212,8.5,102,48,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1214,8.4,1649,289,0,1,0,0,0,1,1,0,1,0,0,0,1,1
1215,8.5,280,372,0,0,1,0,0,1,1,0,0,1,0,0,0,1
1216,7.9,128,88,0,0,0,0,0,0,1,0,1,0,0,0,1,1
1217,8.5,638,145,0,0,1,0,0,0,0,0,0,1,1,1,1,1
1218,8.9,501,991,0,1,1,0,0,1,1,0,1,1,0,0,1,1
1219,8.1,622,451,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1220,8.3,499,472,0,1,0,0,0,0,1,0,0,1,0,1,1,0
1221,8.5,554,105,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1222,8.1,4619,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1223,7.9,215,338,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1225,8.3,2867,1223,0,1,0,0,0,1,1,0,1,1,0,1,0,1
1226,8.5,253,402,0,1,0,0,0,0,0,0,1,1,0,1,1,0
1227,7.9,247,405,0,1,0,0,0,0,0,0,0,1,0,1,0,2
1229,8.8,1434,262,0,0,1,0,0,0,0,0,0,0,0,1,1,2
1230,8.4,5893,927,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1231,8.6,2724,585,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1232,8.9,1296,1867,0,1,0,0,0,1,1,0,0,1,0,1,0,1
1233,8.2,31,303,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1234,7.8,2471,290,0,1,0,0,0,1,1,0,1,1,0,1,0,1
1235,7.7,3535,519,1,0,0,0,0,1,1,0,0,1,0,1,1,1
1236,7.9,2958,913,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1238,8.3,1100,226,0,0,1,0,0,1,1,0,0,1,1,1,0,1
1239,8.6,1041,619,1,0,0,0,0,1,1,0,0,1,0,0,0,1
1241,8.9,293,1043,0,1,0,0,0,1,1,0,0,1,0,0,1,1
1243,8.6,6352,1022,0,0,0,0,0,1,1,0,0,1,1,1,0,1
1244,8.6,1402,115,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1245,8.7,1009,380,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1246,8.2,201,245,0,0,1,0,0,1,1,0,0,1,0,1,1,0
1247,8.7,448,576,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1249,7.9,72,301,0,1,0,0,0,1,1,0,1,1,0,1,1,1
1250,8.4,598,226,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1252,7.9,478,470,0,1,0,0,0,1,0,0,1,1,0,0,1,0
1253,8.6,126,328,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1254,7.6,2010,450,0,0,1,0,0,1,1,0,1,1,0,1,0,1
1255,8.5,351,250,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1257,8.6,352,525,0,1,0,0,0,0,0,0,0,1,0,1,0,2
1258,7.6,34,165,0,0,1,0,0,1,1,0,0,0,0,0,1,1
1259,8.3,4340,661,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1261,8.4,66,178,0,0,0,0,0,1,1,0,0,0,1,0,1,1
1262,8.6,459,467,0,0,1,0,0,1,1,0,0,1,1,0,0,1
1263,8.0,1406,136,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1265,8.7,613,433,0,1,0,0,0,0,0,0,0,1,0,1,1,0
1266,8.6,28,399,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1267,7.4,1115,74,0,0,0,0,0,1,0,0,1,1,0,1,0,1
1268,9.1,932,1762,0,0,0,0,0,1,1,0,0,1,1,1,1,1
1269,8.7,2716,1266,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1271,8.3,339,564,1,0,0,0,0,0,1,0,0,1,0,1,1,1
1272,8.7,2482,602,0,1,1,0,0,0,0,0,0,1,0,1,0,1
1273,9.1,1608,621,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1274,8.2,37,286,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1276,8.0,11,164,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1277,7.8,2098,509,1,0,0,0,0,1,1,0,0,1,0,1,1,1
1278,8.4,5255,765,0,0,1,0,0,1,0,0,0,1,1,1,0,1
1279,8.3,22,894,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1280,8.3,3400,472,0,0,1,0,0,1,1,0,0,1,1,1,0,1
1281,8.6,3405,1088,0,0,0,0,0,1,0,0,1,1,0,1,0,1
1282,8.5,252,604,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1283,8.2,4371,443,1,0,0,0,0,1,1,0,0,1,0,1,1,0
1284,8.0,454,213,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1285,8.7,1597,697,1,0,0,0,0,1,1,0,0,1,0,1,1,1
1286,8.0,23,156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1287,8.3,1508,1468,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1290,8.8,616,704,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1291,8.6,2319,911,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1292,8.6,209,267,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1294,8.0,1869,323,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1295,9.0,1558,306,0,1,0,0,0,1,1,0,0,1,0,1,1,0
1296,7.4,1033,1661,0,1,0,0,0,1,1,0,0,0,0,1,0,1
1297,8.1,4129,642,0,0,1,0,0,1,1,0,0,1,1,1,0,1
1298,8.3,713,252,0,1,0,0,0,1,1,0,0,1,0,1,1,1
1299,7.8,3996,511,0,0,0,0,0,1,1,0,1,1,0,1,0,1
1301,7.8,4123,557,0,0,1,0,0,1,1,0,0,1,1,1,0,1
1302,8.5,425,503,0,1,0,0,0,1,0,0,1,1,0,1,1,0
1303,8.1,623,298,0,0,1,0,0,0,0,0,0,1,0,1,1,0
1307,8.6,617,393,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1308,8.2,37,695,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1309,7.1,118,81,0,0,1,0,0,1,1,0,0,1,0,1,1,1
1310,8.2,2223,674,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1311,8.1,2436,985,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1313,8.1,599,229,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1314,7.9,954,710,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1315,8.2,8,267,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1316,9.2,38,1081,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1317,9.1,100,982,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1318,8.6,775,663,0,0,1,0,0,1,0,0,0,1,1,1,0,1
1319,9.2,1088,554,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1321,7.3,183,271,0,1,0,0,0,0,0,0,1,1,0,1,1,1
1322,8.6,23,644,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1323,8.3,2838,404,0,0,1,0,0,1,0,0,0,1,0,1,1,1
1324,7.5,94,222,0,0,1,0,0,1,1,0,0,1,1,0,1,1
1325,7.7,124,771,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1326,8.4,257,283,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1328,7.9,2516,796,0,0,0,0,0,1,1,0,1,1,0,1,0,1
1329,8.7,206,576,0,0,1,0,0,1,1,0,0,1,1,0,1,1
1330,8.0,153,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1331,8.2,102,200,0,0,1,0,0,1,0,0,0,1,0,1,1,1
1332,7.1,28,113,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1333,8.8,1349,190,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1334,8.5,1337,180,0,1,0,0,0,0,0,0,0,1,0,1,1,1
1335,8.5,132,264,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1336,8.2,676,271,0,1,0,0,0,1,1,0,0,1,0,1,1,0
1337,8.6,196,130,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1339,8.6,783,951,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1343,8.6,4124,188,1,0,0,0,0,0,0,0,0,1,0,1,1,1
1344,8.5,2395,332,0,1,0,0,0,1,0,0,1,1,0,0,1,1
1345,8.3,750,347,0,0,1,0,0,1,1,0,0,1,0,1,1,1
1346,8.1,695,656,0,0,1,0,0,0,0,0,0,1,0,1,1,1
1347,8.1,545,451,0,1,0,0,0,1,0,0,0,1,0,1,1,0
1349,8.0,1422,726,0,0,1,0,0,1,0,0,1,1,0,0,0,1
1350,8.2,1011,261,0,0,1,0,0,1,1,0,0,1,1,1,0,1
