name,rating,numberofbik,price,WatchthisMonth,Kosher,Address,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,chef restaurant,sitting outside,smoke area,sea food,coffe shop,delivery,burger shop,online order,City,Street,Converted_Kosher,Price_Convert
קפה ריטואל,8,85,מחיר סביר,58,לא כשר,תעשיון בר לב,0,0,0,0,0,0,0,0,1,0,0,0,תעשיון בר לב,0,0,1
רוזמרין,8.3,477,מחיר סביר,352,כשר,"שדרות ניצה 8, נתניה",0,0,1,0,0,1,0,1,0,0,0,0,נתניה,שדרות ניצה 8,1,1
פיצה פרגו,8.6,1456,מחיר זול,280,כשר,"לאה אמנו 1, מודיעין מכבים רעות",0,1,0,0,0,0,0,0,0,1,0,1,מודיעין מכבים רעות,לאה אמנו 1,1,0
סזאר,8.7,5580,מחיר סביר,1570,לא כשר,"חיים פקריס 3, רחובות",0,1,1,0,0,0,0,0,0,1,1,1,רחובות,חיים פקריס 3,0,1
אופוריה,7.3,40,מחיר סביר,296,כשר,"שדרות ירושלים, נתיבות",0,1,0,0,0,1,1,0,0,1,0,0,נתיבות,שדרות ירושלים,1,1
בורגרים,8.7,753,מחיר סביר,404,כשר,"וייצמן 63, נהריה",0,0,1,0,0,1,0,0,0,1,1,1,נהריה,וייצמן 63,1,1
קפה קוני,8.6,52,מחיר סביר,535,כשר,"שדרות הרצל 20, אופקים",0,1,0,0,0,1,1,0,1,0,0,0,אופקים,שדרות הרצל 20,1,1
Noki,8.5,83,מחיר סביר,744,לא כשר,קיבוץ לוחמי הגטאות,0,0,0,0,0,0,0,0,1,0,0,0,קיבוץ לוחמי הגטאות,0,0,1
מסעדת גני הגליל,8.5,226,מחיר סביר,189,לא כשר,טמרה,0,0,1,0,0,1,1,0,0,1,0,0,טמרה,0,0,1
BBB,8.7,3529,מחיר סביר,644,לא כשר,"מתחם G6, יוקנעם עילית",0,0,1,0,0,1,1,0,0,1,1,1,יוקנעם עילית,מתחם G6,0,1
סטקיית הכפר,8.4,2067,מחיר סביר,1564,לא כשר,"ויצמן 6, כפר סבא",0,0,1,0,0,1,1,0,0,0,0,0,כפר סבא,ויצמן 6,0,1
טלביס,8.4,67,מחיר סביר,346,כשר,"השוק 39, עפולה",0,0,1,0,0,1,1,0,0,1,0,0,עפולה,השוק 39,1,1
אברטו ביסטרו,8.5,2310,מחיר יקר,937,לא כשר,"שכביץ 5, גדרה",0,0,0,1,0,0,0,0,0,0,0,1,גדרה,שכביץ 5,0,2
דארנא,7.2,275,מחיר סביר,83,לא כשר,"ההגנה 11, עכו",0,0,1,0,0,1,0,0,0,0,0,0,עכו,ההגנה 11,0,1
אושי אושי,8.2,331,מחיר סביר,252,כשר,"דרך חיפה 30, קרית אתא (קניון שער הצפון)",1,1,0,0,0,0,0,0,0,1,0,1,קרית אתא ,דרך חיפה 30,1,1
טאקאי,8.3,73,מחיר סביר,0,כשר,"צומת ביל""ו, אזור רחובות",1,0,0,0,1,0,0,0,0,1,0,0,אזור רחובות,"צומת ביל""ו",1,1
סמוקי בר,9.1,793,מחיר סביר,1378,לא כשר,"מתחם גן הצפון, צומת מעיין ברוך",0,0,1,0,0,1,1,0,0,1,0,1,צומת מעיין ברוך,מתחם גן הצפון,0,1
אג'אויד חוות אלבואדי,8.3,1040,מחיר סביר,224,לא כשר,"שכונת ימה, זמר",0,0,1,0,0,0,0,0,0,0,0,1,זמר,שכונת ימה,0,1
Pandalina Asian Street Bar,8.7,556,מחיר סביר,474,לא כשר,"70, כפר יאסיף",1,0,0,0,0,0,0,0,0,0,0,0,כפר יאסיף,70,0,1
אושי אושי,8.2,1850,מחיר סביר,319,כשר,"עופר הקניון הגדול, פתח תקווה",1,1,0,0,0,0,0,0,0,1,0,1,פתח תקווה,עופר הקניון הגדול,1,1
טורק לחמג'ון,9,5644,מחיר זול,1507,כשר,"נחלת בנימין 77, תל אביב יפו",0,0,1,0,0,1,0,0,0,1,0,1,תל אביב יפו,נחלת בנימין 77,1,0
ציונה קפה,8.9,5510,מחיר סביר,2332,לא כשר,"וייצמן 18, נס ציונה",0,0,0,0,0,1,1,0,1,1,0,1,נס ציונה,וייצמן 18,0,1
לחם ארז,8.1,1092,מחיר סביר,153,כשר,"קרן היסוד 1, קרית ביאליק",0,0,0,0,0,0,0,0,1,1,0,0,קרית ביאליק,קרן היסוד 1,1,1
יאמימה,8.5,274,מחיר סביר,0,לא כשר,"המייסדים 26, פרדס חנה כרכור",0,0,0,0,0,0,0,0,0,1,1,1,פרדס חנה כרכור,המייסדים 26,0,1
מסעדת אחמד עדווי,8.6,134,מחיר סביר,333,לא כשר,בסמת טבעון,0,0,1,0,0,1,1,0,0,1,0,0,בסמת טבעון,0,0,1
יעקב קבב,8.1,628,מחיר זול,353,כשר,"שדרות אח""י אילת 21, חיפה",0,0,1,0,0,0,0,0,0,1,0,1,חיפה,"שדרות אח""י אילת 21",1,0
קפה לנדוור,7.5,849,מחיר סביר,152,לא כשר,"קניון איילון, רמת גן",0,0,0,0,0,0,0,0,1,1,0,1,רמת גן,קניון איילון,0,1
ניגוב עם,8.9,285,מחיר סביר,216,כשר,"החרושת 2, רעננה (בית וילה רמה)",0,0,1,0,0,0,0,0,0,0,0,0,רעננה ,החרושת 2,1,1
אצה סושי בר,8.2,1108,מחיר סביר,667,כשר,"יהושע חנקין 14, עפולה (קניון העמקים)",1,0,0,0,0,1,0,0,0,1,0,1,עפולה ,יהושע חנקין 14,1,1
אבו אלעבוד,8.3,32,מחיר סביר,52,לא כשר,"שכונת אל חלאן, סח'נין",0,0,0,0,0,0,0,0,1,0,0,0,סח'נין,שכונת אל חלאן,0,1
בנדיקט,8.9,5192,מחיר סביר,1439,לא כשר,"משה בקר 14, ראשון לציון",0,0,0,0,0,1,0,0,1,1,0,1,ראשון לציון,משה בקר 14,0,1
פישנזון,8.2,84,מחיר סביר,293,לא כשר,"הטיילת, אשדוד",0,0,0,0,0,0,0,1,0,1,0,1,אשדוד,הטיילת,0,1
פינתי,8.4,72,מחיר זול,538,כשר,"מרכז מסחרי, כפר עציון",0,0,1,1,0,1,0,0,0,1,0,1,כפר עציון,מרכז מסחרי,1,0
רות 44 דיינר בר,8.6,424,מחיר סביר,544,לא כשר,משמר השבעה,0,0,0,0,0,0,0,0,0,1,1,1,משמר השבעה,0,0,1
רימונים,8.3,1526,מחיר סביר,152,כשר,"המחשב 1, נתניה",0,0,1,0,0,1,1,0,0,0,0,0,נתניה,המחשב 1,1,1
ארקפה,8,614,מחיר סביר,218,לא כשר,"קניון ערים, כפר סבא",0,0,0,0,0,1,1,0,1,0,0,0,כפר סבא,קניון ערים,0,1
אצה סושי בר,7.6,440,מחיר סביר,240,לא כשר,"ביג סנטר, כרמיאל",1,0,0,0,0,1,0,0,0,1,0,1,כרמיאל,ביג סנטר,0,1
קפה לנדוור,7.4,1078,מחיר סביר,384,כשר,"שדרות עובד בן עמי 10, נתניה",0,1,0,0,0,0,0,0,1,1,0,1,נתניה,שדרות עובד בן עמי 10,1,1
פאולה טעמים לטיניים,8.5,33,מחיר סביר,124,כשר,"הרצל 47, ראשון לציון",0,0,1,0,0,0,0,0,0,1,0,0,ראשון לציון,הרצל 47,1,1
האחוזה גריל בר,8.8,3807,מחיר סביר,1046,כשר,"החשמל, עפולה",0,0,1,0,1,1,1,0,0,1,0,1,עפולה,החשמל,1,1
מסעדת פטגוניה,8.1,1083,מחיר סביר,480,כשר,אור הנר,0,0,1,0,0,0,1,0,0,0,0,0,אור הנר,0,1,1
ג'מס,8.6,3183,מחיר סביר,626,כשר,"חצר השוק, כפר סבא",0,0,1,0,0,1,1,0,0,1,0,1,כפר סבא,חצר השוק,1,1
קפה איבורה,8.6,18,מחיר סביר,327,כשר,"מועצה מקומית קרית ארבע, קרית ארבע",0,1,0,0,0,1,0,0,1,1,0,0,קרית ארבע,מועצה מקומית קרית ארבע,1,1
כוורת הבוסתן פקיעין,8.7,135,מחיר סביר,129,לא כשר,פקיעין,0,0,0,0,0,0,0,0,1,0,0,0,פקיעין,0,0,1
Vivino,8.9,145,מחיר סביר,1966,כשר,"תוצרת הארץ 3, פתח תקווה",0,1,0,0,0,0,0,0,0,1,0,1,פתח תקווה,תוצרת הארץ 3,1,1
bora bora,7.6,11,מחיר סביר,126,לא כשר,"צומת ראמה, אזור כרמיאל",0,0,1,0,1,0,1,0,0,1,0,0,אזור כרמיאל,צומת ראמה,0,1
אמריקן פיצה,7.6,2192,מחיר זול,294,כשר,"יהושע שטמפפר 24, פתח תקווה",0,1,0,0,0,0,1,0,0,1,0,1,פתח תקווה,יהושע שטמפפר 24,1,0
קפה קפה,7.1,111,מחיר סביר,252,לא כשר,"מבנה גן שמואל, גן שמואל",0,0,1,0,0,0,0,0,1,1,0,1,גן שמואל,מבנה גן שמואל,0,1
בוואריה,8.7,1919,מחיר סביר,624,לא כשר,"תש""ח 5, אשדוד",0,0,1,0,0,1,0,1,0,0,0,1,אשדוד,"תש""ח 5",0,1
קימל בגלבוע,8.2,4394,מחיר סביר,905,לא כשר,מעלה גלבוע,0,1,1,0,0,1,1,0,0,0,0,1,מעלה גלבוע,0,0,1
מסעדת אואר Ewar,7.6,129,מחיר סביר,337,לא כשר,"חוף הכרמל, חיפה",0,0,1,0,0,1,1,0,0,1,0,1,חיפה,חוף הכרמל,0,1
Coach Sport & Gaming Bar,8.5,9,מחיר סביר,435,לא כשר,"שדרות ירושלים 159, חולון",0,0,0,0,0,0,0,0,0,0,1,0,חולון,שדרות ירושלים 159,0,1
מפגש הטאבון בצל עצי הזית,8.9,500,מחיר זול,1446,כשר,עין יעקב,0,1,0,0,0,1,1,0,0,1,0,0,עין יעקב,0,1,0
ארליך,8.4,348,מחיר סביר,397,כשר,"הרצל 19, אשקלון",0,0,1,0,0,1,1,0,0,1,0,1,אשקלון,הרצל 19,1,1
שיפודי אל הנגב,8.6,422,מחיר סביר,534,כשר,"מרכז אורן, באר שבע",0,0,1,0,0,1,1,0,0,0,0,0,באר שבע,מרכז אורן,1,1
לואיזה,8.6,897,מחיר סביר,658,לא כשר,"שדרות הנשיא 119, חיפה",0,0,1,0,0,0,0,0,1,1,1,1,חיפה,שדרות הנשיא 119,0,1
Home'is,8.7,1104,מחיר סביר,1644,לא כשר,"דוד אלעזר 8, כפר סבא",0,0,0,0,0,1,1,0,1,1,0,1,כפר סבא,דוד אלעזר 8,0,1
קפה גן סיפור,8.5,5998,מחיר סביר,2313,לא כשר,"בן ציון מיכאלי 20, הרצליה",0,0,0,0,0,0,0,0,1,0,0,1,הרצליה,בן ציון מיכאלי 20,0,1
שיפודי כינור דוד,8.7,755,מחיר סביר,472,כשר,"הנשיא וייצמן 23, עפולה",0,0,1,0,0,1,1,0,0,0,0,0,עפולה,הנשיא וייצמן 23,1,1
קבב ואחיו,8.8,406,מחיר סביר,462,כשר,"המייסדים 48, פרדס חנה כרכור",0,0,1,0,0,1,1,0,0,1,0,0,פרדס חנה כרכור,המייסדים 48,1,1
לאונרדו נגב,8.1,5984,מחיר סביר,157,כשר,"הנרייטה סולד 4, באר שבע",0,1,0,0,0,1,1,0,1,0,0,1,באר שבע,הנרייטה סולד 4,1,1
הולי בייגל תלפיות,9.2,205,מחיר סביר,122,כשר,"דרך בית לחם 120, ירושלים",0,1,0,0,0,0,0,0,0,0,0,0,ירושלים,דרך בית לחם 120,1,1
בית הפנקייק המקורי,7.6,5379,מחיר סביר,779,לא כשר,"מחלף הסירה, אזור תל אביב",0,0,1,0,0,0,0,0,1,1,0,1,אזור תל אביב,מחלף הסירה,0,1
אוונטוס,7.8,1989,מחיר סביר,771,כשר,"דרך המכבים 40, ראשון לציון",0,0,1,0,0,1,1,0,0,0,1,1,ראשון לציון,דרך המכבים 40,1,1
בלאק בר בורגר,8.3,1870,מחיר סביר,422,לא כשר,"ישפרו פלאנט, באר שבע",0,0,1,0,0,1,0,0,0,1,1,1,באר שבע,ישפרו פלאנט,0,1
ארקפה,8.1,2075,מחיר סביר,472,לא כשר,"המדע 6, רחובות",0,1,0,0,0,1,1,0,1,1,0,1,רחובות,המדע 6,0,1
רד meat,8.5,750,מחיר סביר,788,כשר,"נחלת בנימין 75, תל אביב יפו",0,0,1,0,0,1,1,0,0,1,0,1,תל אביב יפו,נחלת בנימין 75,1,1
פרש דה מרקט,7.5,92,מחיר סביר,365,לא כשר,"קניון איילון, רמת גן",0,0,0,0,0,0,0,0,1,1,0,1,רמת גן,קניון איילון,0,1
סינטה,7.7,2081,מחיר סביר,952,כשר,"האורגים 19, אשדוד",0,0,1,0,0,1,1,0,0,0,0,0,אשדוד,האורגים 19,1,1
קפה קפה,7.2,65,מחיר סביר,288,כשר,"דרך בן גוריון 81, בת ים",0,1,0,0,0,1,0,0,1,0,0,0,בת ים,דרך בן גוריון 81,1,1
לה קוסטה,8.7,603,מחיר סביר,173,לא כשר,"נחל איילון 20, צור יצחק",0,1,0,0,0,0,0,0,0,0,0,0,צור יצחק,נחל איילון 20,0,1
השעון,7.9,240,מחיר זול,241,כשר,"האורגים 1, אשדוד",0,1,0,0,0,1,1,0,1,1,0,0,אשדוד,האורגים 1,1,0
אבו מסעדת בשרים,8.7,237,מחיר זול,531,לא כשר,"בן יהודה 13, שדרות",0,0,1,0,0,0,0,0,0,1,0,0,שדרות,בן יהודה 13,0,0
סביח גריל בשרים,9,617,מחיר זול,572,כשר,"שדרות ההסתדרות 211, חיפה",0,0,1,0,0,1,0,0,0,1,0,0,חיפה,שדרות ההסתדרות 211,1,0
אגאדיר,8.3,2956,מחיר סביר,802,לא כשר,"קניון דרורים, בני דרור",0,0,1,0,0,1,0,0,0,1,1,1,בני דרור,קניון דרורים,0,1
אלבמה,9.2,3687,מחיר סביר,1660,לא כשר,"דוד פנקס 47, נתניה",0,0,1,0,0,1,0,0,0,0,0,1,נתניה,דוד פנקס 47,0,1
אנגוס אנטריקוט בר,7.6,199,מחיר זול,569,כשר,"שדרות יגאל אלון 6, בית שמש",0,0,1,0,0,0,0,0,0,1,1,0,בית שמש,שדרות יגאל אלון 6,1,0
פיצה כמעט חינם,8.2,71,מחיר זול,379,כשר,"דרך מנחם בגין 4, שדרות",0,1,0,0,0,1,1,0,0,1,0,0,שדרות,דרך מנחם בגין 4,1,0
רפאלו,8.9,3692,מחיר סביר,1219,לא כשר,"אלון עין שמר fashion, צומת כרכור",0,1,0,0,0,0,0,0,0,1,0,1,צומת כרכור,אלון עין שמר fashion,0,1
שביל החלב,7.3,63,מחיר סביר,71,לא כשר,"הרצל 6, נתניה",0,0,0,0,0,1,1,0,1,0,0,0,נתניה,הרצל 6,0,1
קווין לו,7.4,430,מחיר סביר,265,כשר,"ברנר 6, רעננה",1,0,1,0,0,1,1,0,0,1,0,1,רעננה,ברנר 6,1,1
ארומה אספרסו בר,8.1,3169,מחיר סביר,252,לא כשר,"שדרות בן גוריון 8, חיפה (סיטי סנטר)",0,0,0,0,0,1,0,0,1,1,0,1,חיפה ,שדרות בן גוריון 8,0,1
קפאסה,8.6,5460,מחיר סביר,905,לא כשר,"חיל הנדסה 6, באר שבע",0,0,0,1,0,1,0,0,0,1,1,1,באר שבע,חיל הנדסה 6,0,1
רשת עגול,7.8,62,מחיר סביר,154,לא כשר,"ההסתדרות 5, שדרות",0,1,0,0,0,0,0,0,0,1,0,1,שדרות,ההסתדרות 5,0,1
ריבר,7.5,1123,מחיר סביר,315,כשר,"שדרות אריאל שרון 3, אור יהודה",1,0,1,0,0,0,0,0,0,1,0,1,אור יהודה,שדרות אריאל שרון 3,1,1
מורדן בר,9.1,5664,מחיר סביר,1426,לא כשר,"השדרה המרכזית 15, מודיעין מכבים רעות (ליגד סנטר 1)",0,0,0,0,0,1,1,0,0,1,1,1,מודיעין מכבים רעות ,השדרה המרכזית 15,0,1
מודו,8.5,194,מחיר סביר,904,כשר,"אלכסנדר ינאי 17, באר שבע",1,0,1,0,0,1,0,0,0,1,0,1,באר שבע,אלכסנדר ינאי 17,1,1
Calma,7.8,3827,מחיר סביר,717,לא כשר,"חוף לידו, אשדוד",0,0,0,0,0,1,1,0,1,0,0,1,אשדוד,חוף לידו,0,1
הבית בקצה הנוף,8.7,983,מחיר סביר,1077,לא כשר,"יער ביריה, אזור צפת",0,0,0,0,0,1,0,0,1,0,0,1,אזור צפת,יער ביריה,0,1
מסעדת דרים,8.5,22,מחיר סביר,775,כשר,כחל,0,0,1,0,0,1,1,0,0,1,0,1,כחל,0,1,1
רוטיסרי צ'יקן קלאב,7.6,1501,מחיר סביר,120,כשר,"קניון דרורים, בני דרור",0,0,1,0,0,0,0,0,0,1,0,1,בני דרור,קניון דרורים,1,1
ארקפה,7.9,1475,מחיר סביר,241,כשר,"דרך אבא הלל 3, רמת גן (בית הראל)",0,1,1,0,0,1,1,0,1,0,0,0,רמת גן ,דרך אבא הלל 3,1,1
נגיסה סושי,8.4,4419,מחיר סביר,604,כשר,"דרך בן גוריון 13, בני ברק",1,0,1,0,0,1,1,1,0,1,0,1,בני ברק,דרך בן גוריון 13,1,1
בורג' בנימינה בוהריים,7.3,54,מחיר סביר,363,כשר,בנימינה גבעת עדה,0,0,0,0,0,0,0,0,1,0,0,1,בנימינה גבעת עדה,0,1,1
הפרלמנט תל יצחק,8.5,462,מחיר זול,138,כשר,תל יצחק,0,0,0,1,0,1,0,0,0,0,0,0,תל יצחק,0,1,0
Taisushi,8.7,60,מחיר סביר,789,כשר,"השיזף, מגדל",1,0,0,0,0,1,0,0,0,1,0,1,מגדל,השיזף,1,1
מסעדת רם,8.2,143,מחיר זול,162,כשר,"האיצטדיון 6, חיפה",0,0,1,0,0,0,0,0,0,0,0,0,חיפה,האיצטדיון 6,1,0
טנג'רין בר,8.9,947,מחיר זול,887,כשר,"הבולבאר, ראש פינה",0,1,0,0,0,0,1,0,0,0,0,0,ראש פינה,הבולבאר,1,0
הלוחשת לסירים,8.7,426,מחיר סביר,389,כשר,עינת,0,0,1,0,0,1,0,1,0,1,0,1,עינת,0,1,1
מרגריטה,8.8,855,מחיר סביר,332,כשר,"הרב הרצוג 27, גבעתיים",0,1,0,0,0,1,0,0,1,1,0,1,גבעתיים,הרב הרצוג 27,1,1
פיצה ברקה,7.5,932,מחיר סביר,265,כשר,"המצודה 8, אזור",0,1,0,0,0,1,0,0,0,1,0,1,אזור,המצודה 8,1,1
פריים שף וסושי בר,7.9,4867,מחיר סביר,638,לא כשר,"קניון עזריאלי ראשונים, ראשון לציון",1,0,0,0,1,0,0,0,0,1,0,1,ראשון לציון,קניון עזריאלי ראשונים,0,1
איזאקאיה Izakaya,8.8,698,מחיר סביר,787,כשר,"הפלמ""ח 44, באר שבע",1,0,0,0,0,1,0,0,0,1,0,1,באר שבע,"הפלמ""ח 44",1,1
Moodis,8,85,מחיר זול,150,כשר,"היוצרים 7, אור יהודה",0,0,1,0,0,1,0,0,0,1,1,0,אור יהודה,היוצרים 7,1,0
אסף,7.8,3,מחיר סביר,28,לא כשר,"הירמוך 75, כפר יונה",0,0,0,1,0,0,0,0,0,1,0,0,כפר יונה,הירמוך 75,0,1
בלוברי Blueberry,8.8,109,מחיר סביר,475,כשר,עלמה,0,1,0,0,0,0,0,0,1,1,0,0,עלמה,0,1,1
Giliz גיליז,8.6,693,מחיר סביר,540,לא כשר,"רוטשילד 67, ראשון לציון",0,0,0,0,0,1,1,0,0,1,1,1,ראשון לציון,רוטשילד 67,0,1
verona,8.7,58,מחיר סביר,1781,לא כשר,"אלקודס 84, באקה אל ע'רביה",0,1,0,0,1,1,1,1,0,1,0,1,באקה אל ע'רביה,אלקודס 84,0,1
בוריטו בורגר סושי,7.8,85,מחיר סביר,322,לא כשר,"שדרות הנשיא 121, חיפה",1,0,0,0,0,0,0,0,0,0,1,0,חיפה,שדרות הנשיא 121,0,1
סמוראיו סושי בר,8.3,1112,מחיר זול,655,כשר,"הנשיא וייצמן 25, עפולה",1,0,0,0,0,0,1,0,0,1,0,1,עפולה,הנשיא וייצמן 25,1,0
KURA Sushi bar,7.9,279,מחיר סביר,216,לא כשר,"סאן, בת ים",1,0,0,0,1,1,1,0,0,1,0,1,בת ים,סאן,0,1
מפגש שלהבת,7.9,44,מחיר זול,223,כשר,"שדרות מרדכי בן פורת 88, אור יהודה",0,0,1,0,0,0,0,0,0,1,0,0,אור יהודה,שדרות מרדכי בן פורת 88,1,0
מסעדת XO,8.2,379,מחיר סביר,153,לא כשר,מג'דל שמס,0,0,1,0,0,0,0,0,0,0,0,0,מג'דל שמס,0,0,1
מסעדת רם,8.2,313,מחיר זול,162,כשר,"דרך הארבעה 1, עכו",0,0,1,0,0,0,0,0,0,0,0,0,עכו,דרך הארבעה 1,1,0
ז'קוב דגים,8.7,47,מחיר סביר,222,כשר,"ארווין שלזינגר, אשדוד",0,0,0,0,0,1,0,1,0,1,0,0,אשדוד,ארווין שלזינגר,1,1
קיושי,8.1,40,מחיר סביר,409,כשר,"תחנת דלק פז צומת מסמיה, אזור מלאכי",1,0,1,0,0,0,0,0,0,1,0,1,אזור מלאכי,תחנת דלק פז צומת מסמיה,1,1
טעם העמק,8.5,1932,מחיר סביר,561,כשר,"בעלי המלאכה 21, נתיבות",0,0,1,0,0,1,1,0,0,1,0,1,נתיבות,בעלי המלאכה 21,1,1
ברכה משולשת,8.6,2186,מחיר סביר,670,כשר,"הכשרת היישוב 4, ראשון לציון",0,0,1,0,0,0,0,0,0,0,0,0,ראשון לציון,הכשרת היישוב 4,1,1
קפה בחורש,8.9,1865,מחיר סביר,699,כשר,"החשמונאים 79, קרית מוצקין",0,1,0,0,0,1,1,0,1,0,0,1,קרית מוצקין,החשמונאים 79,1,1
טובלה,8.6,538,מחיר זול,359,כשר,"בן יהודה 23, שדרות",0,1,0,0,0,1,1,0,0,0,0,0,שדרות,בן יהודה 23,1,0
בני הדייג,7.4,29,מחיר סביר,91,לא כשר,"שכונת אזור צפוני, קלנסווה",0,0,1,0,0,0,0,1,0,0,0,0,קלנסווה,שכונת אזור צפוני,0,1
שוקרייה,8.5,905,מחיר סביר,1087,לא כשר,"דרך רמתיים 18, הוד השרון",0,0,0,1,1,1,0,1,0,1,0,1,הוד השרון,דרך רמתיים 18,0,1
מוריה,8.2,784,מחיר סביר,224,לא כשר,"שדרות מוריה 105, חיפה",0,0,0,0,0,1,1,0,1,1,0,1,חיפה,שדרות מוריה 105,0,1
סמרקנד,8,2399,מחיר סביר,534,כשר,"יחזקאל קזז 18, אור יהודה",0,0,1,0,0,1,1,0,0,1,0,1,אור יהודה,יחזקאל קזז 18,1,1
אחלה,8.5,6887,מחיר סביר,1591,כשר,"אבשלום גיסין 9, פתח תקווה",0,0,1,0,0,1,1,0,0,1,0,1,פתח תקווה,אבשלום גיסין 9,1,1
אלונזו,8.2,1064,מחיר סביר,588,כשר,"כיכר העצמאות 13, נתניה",0,1,0,0,0,1,0,0,0,1,0,1,נתניה,כיכר העצמאות 13,1,1
אונאומה,9.2,1761,מחיר סביר,1809,לא כשר,"קרליבך 15, תל אביב יפו",1,0,0,0,1,0,0,0,0,1,0,1,תל אביב יפו,קרליבך 15,0,1
צ'וקה,7.4,1365,מחיר סביר,118,כשר,"קניון רננים, רעננה",1,0,0,0,0,0,0,0,0,1,0,1,רעננה,קניון רננים,1,1
פריים שף וסושי בר,8.2,7782,מחיר סביר,421,לא כשר,"ראול ולנברג 2 א, תל אביב יפו",1,0,0,0,0,1,1,0,0,1,0,1,תל אביב יפו,ראול ולנברג 2 א,0,1
באולינג שערי חדרה,7.5,71,מחיר סביר,565,לא כשר,"שערי חדרה, חדרה",0,0,0,0,0,0,0,0,1,0,0,0,חדרה,שערי חדרה,0,1
פאט ויני,8,121,מחיר יקר,938,לא כשר,"אלטלף 4, יהוד מונוסון",0,1,0,0,0,1,0,0,0,1,0,1,יהוד מונוסון,אלטלף 4,0,2
פיתה דיזנגוף,8.3,1227,מחיר זול,843,כשר,"דיזנגוף 112, תל אביב יפו",0,0,1,0,0,1,0,0,0,1,0,1,תל אביב יפו,דיזנגוף 112,1,0
קפה גרג,7.4,1428,מחיר סביר,214,לא כשר,"קניון שבעת הכוכבים, הרצליה",0,0,0,0,0,1,1,0,1,1,0,1,הרצליה,קניון שבעת הכוכבים,0,1
רונן,8.9,1370,מחיר סביר,325,לא כשר,"הגליל 21, נצרת",0,1,0,0,0,0,0,0,1,1,0,1,נצרת,הגליל 21,0,1
פונדק אסא,7.2,34,מחיר סביר,599,לא כשר,"צומת בית דגן, אזור רמלה",0,0,1,0,0,0,1,0,0,0,0,0,אזור רמלה,צומת בית דגן,0,1
לוצ'יאנה,9.1,677,מחיר סביר,1900,כשר,"כצנלסון 109, גבעתיים",0,1,0,0,0,1,0,0,0,1,0,1,גבעתיים,כצנלסון 109,1,1
ספגטים,7.8,3851,מחיר סביר,376,לא כשר,"הסיבים 18, פתח תקווה",0,1,0,0,0,1,1,0,0,1,0,1,פתח תקווה,הסיבים 18,0,1
ליב,8.2,12314,מחיר סביר,57,כשר,"היצירה 3, רמת גן",0,0,1,0,0,1,1,0,0,1,0,1,רמת גן,היצירה 3,1,1
בשרלה,8.1,977,מחיר סביר,343,לא כשר,"קניון חוצות כרמיאל, כרמיאל",0,0,1,0,1,0,0,0,0,1,0,0,כרמיאל,קניון חוצות כרמיאל,0,1
ריבר,7.9,5680,מחיר סביר,592,לא כשר,"שחם 36, פתח תקווה",1,0,0,0,0,1,1,0,0,1,0,1,פתח תקווה,שחם 36,0,1
סאן פלאור,8.7,761,מחיר סביר,497,לא כשר,"תרמ""ב 14, ראשון לציון",1,0,0,0,0,0,0,0,0,1,0,0,ראשון לציון,"תרמ""ב 14",0,1
אדון הטאבון,8.3,8,מחיר סביר,71,כשר,"שדרות ישראל גורי 34, תל אביב יפו",0,0,1,0,0,0,0,0,0,0,0,0,תל אביב יפו,שדרות ישראל גורי 34,1,1
Brisket,9.2,2316,מחיר סביר,2564,כשר,"סונול חדרה ענבר, אזור חדרה",0,0,1,0,0,1,1,0,0,0,0,0,אזור חדרה,סונול חדרה ענבר,1,1
יומי סושי ליין,8.1,983,מחיר סביר,262,לא כשר,"בן גוריון 14, הרצליה",1,0,0,0,0,0,0,0,0,1,0,1,הרצליה,בן גוריון 14,0,1
פק היי,9.2,1080,מחיר סביר,1888,לא כשר,"אליהו קראוזה 45, חולון",1,0,0,0,0,0,0,0,0,0,0,0,חולון,אליהו קראוזה 45,0,1
לנדוור מול החוף,8.9,2030,מחיר סביר,525,לא כשר,"פרופ' דן שכטמן, חדרה",0,0,0,0,0,1,1,0,1,1,0,0,חדרה,פרופ' דן שכטמן,0,1
לוצ'נה,8.8,902,מחיר סביר,393,כשר,"סונול, אמונים",0,1,0,0,1,1,1,1,0,0,0,0,אמונים,סונול,1,1
קפה נטו,8.4,1791,מחיר סביר,386,כשר,"אחוזה 198, רעננה (מרכז מסחרי גולן)",0,1,0,0,0,1,1,0,1,1,0,1,רעננה ,אחוזה 198,1,1
קפה גרג,7.5,454,מחיר סביר,275,לא כשר,"ביג פאשן, נצרת",0,0,0,0,0,1,1,0,1,0,0,0,נצרת,ביג פאשן,0,1
מסעדת עווני,8.7,949,מחיר סביר,230,לא כשר,"אבן ח'לדון, באקה אל ע'רביה",0,0,1,0,0,0,0,1,0,0,0,0,באקה אל ע'רביה,אבן ח'לדון,0,1
יומנגס,8.2,4754,מחיר סביר,862,לא כשר,"עתיר ידע 1, כפר סבא",0,0,1,0,0,1,0,0,0,1,1,1,כפר סבא,עתיר ידע 1,0,1
ג'אסט מיט,8.4,2722,מחיר סביר,421,כשר,"קניון מלחה, ירושלים",0,0,1,0,0,0,0,0,0,1,0,1,ירושלים,קניון מלחה,1,1
