name,rating,numberofbik,price,WatchthisMonth,Kosher,Address,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,chef restaurant,sitting outside,smoke area,sea food,coffe shop,delivery,burger shop,online order,City,Street,Converted_Kosher,Price_Convert
מסעדת BBB,8,3473,מחיר סביר,1001,לא כשר,"יגאל אלון 96, תל אביב יפו (בית אמפא)",0,0,1,0,0,1,0,0,0,1,1,1,תל אביב יפו ,יגאל אלון 96,0,1
אל גאוצ'ו,8.7,2062,מחיר יקר,827,כשר,"שדרות עובד בן עמי 2, נתניה",0,0,1,0,0,0,1,0,0,1,0,1,נתניה,שדרות עובד בן עמי 2,1,2
חן הטוניסאי,8.8,1012,מחיר סביר,327,כשר,"משה בקר 35, ראשון לציון",0,0,1,0,0,1,0,0,0,1,0,1,ראשון לציון,משה בקר 35,1,1
פוראמה,7.8,607,מחיר סביר,330,לא כשר,"אורט 26, אשקלון",1,0,0,0,0,1,0,0,0,0,0,0,אשקלון,אורט 26,0,1
צ'וקה,7.6,1246,מחיר סביר,543,כשר,"קניון לב אפק, ראש העין",1,0,0,0,0,1,0,0,0,1,0,1,ראש העין,קניון לב אפק,1,1
הספריה,8.8,4965,מחיר זול,1648,לא כשר,"מבנה באר שבע, באר שבע",0,0,1,0,0,1,1,0,0,1,0,1,באר שבע,מבנה באר שבע,0,0
מרלן,8.7,2731,מחיר סביר,1035,לא כשר,"רמב""ם 30, גבעתיים",0,0,0,0,0,0,1,0,0,1,1,1,גבעתיים,"רמב""ם 30",0,1
טאיזו,8.9,9457,מחיר יקר,1212,לא כשר,"דרך מנחם בגין 23, תל אביב יפו",1,0,0,0,1,1,1,0,0,1,0,1,תל אביב יפו,דרך מנחם בגין 23,0,2
קפה פסטורלי,8.2,3365,מחיר זול,27,כשר,"יהונתן נתניהו 5, אור יהודה",0,1,1,0,0,1,0,0,1,0,0,0,אור יהודה,יהונתן נתניהו 5,1,0
גשן,8.7,3210,מחיר סביר,1129,כשר,"נחלת בנימין 30, תל אביב יפו",0,0,1,0,1,1,0,0,0,0,0,1,תל אביב יפו,נחלת בנימין 30,1,1
דור אלון,8.4,679,מחיר זול,123,לא כשר,להבות חביבה,0,0,0,0,0,1,1,0,1,0,0,0,להבות חביבה,0,0,0
באגט הרכבת,8.5,391,מחיר סביר,744,כשר,"גנרל פייר קניג 30, ירושלים",0,0,1,0,0,1,0,0,0,0,0,0,ירושלים,גנרל פייר קניג 30,1,1
יפהל'ה,8.5,407,מחיר סביר,177,כשר,"מעשה חושב 6, ירושלים",0,0,1,0,0,1,0,0,0,1,0,1,ירושלים,מעשה חושב 6,1,1
קסיס,7.9,3418,מחיר סביר,271,לא כשר,"חוף גבעת עליה, תל אביב יפו",0,0,0,1,1,1,0,1,0,1,0,1,תל אביב יפו,חוף גבעת עליה,0,1
סטלה ביץ',7.9,3627,מחיר סביר,297,לא כשר,"דרך בן גוריון 83, בת ים",0,0,1,1,0,0,0,1,0,1,1,0,בת ים,דרך בן גוריון 83,0,1
נאפיס,9,6166,מחיר זול,2721,לא כשר,"בוסי סנט ג'ורג', קרית עקרון",1,1,0,1,0,0,0,0,0,0,1,1,קרית עקרון,בוסי סנט ג'ורג',0,0
מאור השמן,8,31,מחיר סביר,94,כשר,"דוד סלינג'ר 4, קרית שמונה",0,0,1,0,0,0,0,0,0,0,0,0,קרית שמונה,דוד סלינג'ר 4,1,1
פאט ויני,9.1,1374,מחיר יקר,1333,לא כשר,"פרופ' דן שכטמן 10, חדרה",0,1,0,0,0,1,0,0,0,1,0,1,חדרה,פרופ' דן שכטמן 10,0,2
מקלות וניל,8.8,4383,מחיר סביר,614,כשר,"יהושע חנקין 9, עפולה",0,1,0,0,0,1,1,0,1,0,0,1,עפולה,יהושע חנקין 9,1,1
סושימן,8.6,85,מחיר סביר,365,לא כשר,"השפלה, גדרה",1,0,0,0,0,0,0,0,0,1,0,1,גדרה,השפלה,0,1
כפרית בטאבון,8.7,1341,מחיר זול,935,כשר,"שיר השירים, ברכיה",0,1,0,0,0,0,0,0,0,0,0,1,ברכיה,שיר השירים,1,0
Queens bar kitchen,8.9,697,מחיר סביר,938,כשר,"צומת האמיר, אזור גולן צפוני",0,0,0,0,0,1,0,0,0,1,1,1,אזור גולן צפוני,צומת האמיר,1,1
פיצה ארטישוק,8.7,287,מחיר סביר,530,כשר,"כיכר הנשיא, שדרות",0,1,0,0,0,1,1,0,0,1,0,0,שדרות,כיכר הנשיא,1,1
הרפת של דוד,8.6,1482,מחיר סביר,333,כשר,"מרכז מסחרי כוכב יוקנעם, יוקנעם עילית",0,0,0,0,0,0,0,0,1,0,0,0,יוקנעם עילית,מרכז מסחרי כוכב יוקנעם,1,1
קפה לנדוור,7.9,832,מחיר סביר,305,כשר,"שדרות מנחם בגין 38, גבעת שמואל",0,1,0,0,0,0,0,0,1,1,0,1,גבעת שמואל,שדרות מנחם בגין 38,1,1
אצה סושי בר,8.3,2561,מחיר סביר,466,לא כשר,"גלבוע 1, נוף הגליל",1,0,0,0,0,1,1,0,0,1,0,1,נוף הגליל,גלבוע 1,0,1
המעדנייה אבן יהודה,8.9,275,מחיר זול,370,כשר,"המייסדים 63, אבן יהודה",0,0,1,0,0,0,0,0,0,1,0,1,אבן יהודה,המייסדים 63,1,0
בלאק בר בורגר,7.5,774,מחיר סביר,258,כשר,"יס פלאנט, רמת גן",0,0,1,0,0,0,0,0,0,1,1,1,רמת גן,יס פלאנט,1,1
אינדיאנה גריל בר,8.2,1281,מחיר סביר,326,לא כשר,תעשיון בר לב,0,1,1,0,1,1,0,1,0,0,0,1,תעשיון בר לב,0,0,1
beef,8.4,1157,מחיר זול,573,כשר,"צאלון 21, מודיעין מכבים רעות (מודיעין סנטר)",0,0,1,0,0,1,0,0,0,1,1,1,מודיעין מכבים רעות ,צאלון 21,1,0
אצה אקספרס,8.1,493,מחיר סביר,463,כשר,"שדרות אח""י אילת 55, חיפה",1,0,0,0,0,0,0,0,0,1,0,1,חיפה,"שדרות אח""י אילת 55",1,1
רולס מיט,8.3,946,מחיר סביר,368,כשר,"דרך מצדה 6, באר שבע (מרכז הנגב)",0,0,1,0,0,1,0,0,0,1,0,0,באר שבע ,דרך מצדה 6,1,1
פיצה נתיבות,8.1,33,מחיר סביר,223,כשר,"הרב מסעוד אלפסי, נתיבות",0,1,0,0,0,1,0,0,0,1,0,0,נתיבות,הרב מסעוד אלפסי,1,1
בליקר בייקרי,7.6,1308,מחיר סביר,489,כשר,"מרכז המושבה גדרה, גדרה",0,1,0,0,0,1,1,0,1,0,0,0,גדרה,מרכז המושבה גדרה,1,1
שוואטינא,8.5,3191,מחיר סביר,413,לא כשר,"העלייה השנייה 90, חיפה",0,0,0,1,0,0,0,0,0,0,0,0,חיפה,העלייה השנייה 90,0,1
אושי אושי,8.2,1012,מחיר סביר,267,כשר,"ז'בוטינסקי 3, הוד השרון (קניון עזריאלי הוד השרון)",1,0,0,0,0,0,0,0,0,1,0,1,הוד השרון ,ז'בוטינסקי 3,1,1
בלאק בר בורגר,8.1,2671,מחיר סביר,396,לא כשר,"ויצמן 301, כפר סבא (מתחם G כפר סבא)",0,0,1,0,0,1,1,0,0,1,1,1,כפר סבא ,ויצמן 301,0,1
קדירה חמה אוכל מוכן,8.3,700,מחיר זול,220,כשר,"שוהם 7, פתח תקווה",0,0,1,1,0,0,0,0,0,1,0,0,פתח תקווה,שוהם 7,1,0
Tranquilo טרנקילו אסאי,8.9,205,מחיר סביר,552,כשר,"הרצל 6, גדרה",0,1,0,0,0,0,0,0,1,0,0,0,גדרה,הרצל 6,1,1
טאטאמי הכשרה,8.6,1471,מחיר סביר,1002,כשר,"קדושי יאסי 2, חיפה (גן הקונגרסים)",1,0,0,0,0,0,0,0,0,1,0,1,חיפה ,קדושי יאסי 2,1,1
לה סטורי,7.5,44,מחיר סביר,373,כשר,"האייל 16, ירושלים",0,1,0,0,0,1,1,0,1,1,0,0,ירושלים,האייל 16,1,1
צ'וקה,7.6,809,מחיר סביר,228,כשר,"קניון הזהב, ראשון לציון",1,0,1,0,0,0,0,0,0,1,0,1,ראשון לציון,קניון הזהב,1,1
ג'פניקה,7.7,734,מחיר סביר,663,כשר,"מבנה עפולה, עפולה",1,0,0,0,0,1,0,0,0,1,0,1,עפולה,מבנה עפולה,1,1
פאפא אנג'לו,8.6,24,מחיר סביר,281,לא כשר,קציר,0,1,0,0,0,0,0,0,0,1,0,1,קציר,0,0,1
איזבלה בר,8.4,1400,מחיר סביר,341,לא כשר,"מחניים 8, חיפה",0,1,1,0,0,1,1,0,0,0,0,1,חיפה,מחניים 8,0,1
אושי אושי,7.5,619,מחיר סביר,299,כשר,"קניון הזהב, ראשון לציון",1,0,0,0,0,1,0,0,0,1,0,0,ראשון לציון,קניון הזהב,1,1
Roots,9,1653,מחיר סביר,700,כשר,"וייצמן 1, עכו",0,0,1,0,0,0,1,0,0,0,0,1,עכו,וייצמן 1,1,1
הפי פיש,8.6,1614,מחיר סביר,608,כשר,"אלרוב שדרות ממילא, ירושלים",0,1,0,1,1,0,1,1,0,0,0,1,ירושלים,אלרוב שדרות ממילא,1,1
בני הדייג,7.1,1708,מחיר סביר,289,לא כשר,"השונית, הרצליה",0,0,0,0,0,1,1,1,0,0,0,0,הרצליה,השונית,0,1
אודיז,8.6,105,מחיר סביר,276,לא כשר,כפר גלעדי,1,0,1,0,0,0,0,0,0,0,0,0,כפר גלעדי,0,0,1
פורטו מיט,8.2,399,מחיר סביר,473,כשר,"שדרות נים 2, ראשון לציון (קניון עזריאלי ראשונים)",0,0,1,0,0,0,0,0,0,1,1,1,ראשון לציון ,שדרות נים 2,1,1
קפה לנדוור,7.8,1982,מחיר סביר,198,לא כשר,"שדרות הנשיא 134, חיפה",0,0,0,0,0,1,1,0,1,1,0,1,חיפה,שדרות הנשיא 134,0,1
מרלו,7.4,68,מחיר סביר,224,כשר,שילה,0,1,0,0,0,1,0,0,1,0,0,0,שילה,0,1,1
כרמים בית של אוכל ויין,8.1,59,מחיר סביר,1055,לא כשר,"מוטי קינד 10, רחובות (מרכז סנטרו)",0,0,1,0,1,1,1,0,0,0,0,1,רחובות ,מוטי קינד 10,0,1
בורגרס בר,8.1,182,מחיר סביר,109,לא כשר,"שמואל בייט 12, ירושלים",0,0,1,0,0,0,0,0,0,1,1,1,ירושלים,שמואל בייט 12,0,1
טאשי גרוזיני בטעם הבית,7.1,12,מחיר סביר,0,כשר,"טבת, אשקלון",0,0,1,1,0,0,0,0,0,0,0,0,אשקלון,טבת,1,1
בית הבירה רעננה,8.3,109,מחיר זול,290,כשר,"בורוכוב 6, רעננה",0,1,1,0,1,1,1,0,0,0,0,0,רעננה,בורוכוב 6,1,0
אושי אושי,8.5,367,מחיר סביר,333,כשר,"שדרות החוצבים, מבשרת ציון",1,0,0,0,0,1,0,0,0,1,0,1,מבשרת ציון,שדרות החוצבים,1,1
קפה גרג,7.9,118,מחיר סביר,590,כשר,"מגה אור רמי לוי, אריאל",0,1,0,0,0,1,1,0,1,1,0,0,אריאל,מגה אור רמי לוי,1,1
קפה גרג,7.9,118,מחיר סביר,590,כשר,"מגה אור רמי לוי, אריאל",0,1,0,0,0,1,1,0,1,1,0,0,אריאל,מגה אור רמי לוי,1,1
בורגרים,8.2,482,מחיר סביר,508,כשר,"שדרות מנחם בגין 8, עפולה",0,0,1,0,0,0,0,0,0,1,1,1,עפולה,שדרות מנחם בגין 8,1,1
אמיגוס,9.2,1643,מחיר סביר,1047,כשר,"שדרות יובל יניב, קרית שמונה",0,0,1,1,1,1,1,0,0,1,0,1,קרית שמונה,שדרות יובל יניב,1,1
מסעדת אל ואדי,8.4,193,מחיר סביר,243,לא כשר,מצפה הילה,0,0,1,0,0,1,1,0,0,1,0,0,מצפה הילה,0,0,1
DunyaZad,8.5,270,מחיר סביר,103,לא כשר,עראבה,0,0,1,0,0,0,0,0,0,0,0,0,עראבה,0,0,1
פסטה בסטה,8.7,2133,מחיר זול,607,כשר,"רינגלבלום 19, באר שבע",0,1,0,0,0,1,1,0,1,1,0,1,באר שבע,רינגלבלום 19,1,0
קפה קפה,7.6,399,מחיר סביר,0,לא כשר,"צומת יסוד המעלה, אזור עמק חולה",0,0,0,0,0,0,1,0,1,0,0,0,אזור עמק חולה,צומת יסוד המעלה,0,1
קפה קפה,7.6,507,מחיר סביר,59,לא כשר,"עופר גרנד קניון, חיפה",0,0,1,0,0,0,0,0,1,1,0,0,חיפה,עופר גרנד קניון,0,1
שווארמה ראש העיר,8.6,1902,מחיר סביר,1201,כשר,"הרצל 31, אשקלון",0,0,1,0,0,1,1,0,0,1,0,0,אשקלון,הרצל 31,1,1
Aywa,7,35,מחיר סביר,175,כשר,"אורט, אשדוד",0,0,1,0,1,0,0,0,0,1,0,0,אשדוד,אורט,1,1
קאסה דל פפה,8.3,240,מחיר זול,621,כשר,"הנשיא וייצמן 37, חדרה",0,1,0,0,0,1,1,0,0,1,0,0,חדרה,הנשיא וייצמן 37,1,0
Mexicaneez,7.5,762,מחיר סביר,615,כשר,"שדרות אח""י אילת 15, חיפה",0,0,1,0,0,1,0,0,0,1,1,1,חיפה,"שדרות אח""י אילת 15",1,1
מלון ענבר,7.6,2012,מחיר סביר,73,כשר,"יהודה 38, ערד",0,0,0,0,0,0,0,0,1,0,0,1,ערד,יהודה 38,1,1
גוצ'ה רמת החייל,8.9,3969,מחיר יקר,784,לא כשר,"הברזל 7, תל אביב יפו",0,0,0,0,0,1,1,1,0,1,0,1,תל אביב יפו,הברזל 7,0,2
יש פה פיצה,8.6,300,מחיר זול,325,כשר,"שדרות הגעתון 35, נהריה",0,1,0,0,0,1,0,0,0,1,0,0,נהריה,שדרות הגעתון 35,1,0
פיצה איטליאנו קדימה,8.6,249,מחיר זול,507,כשר,"גורדון 52, קדימה צורן",0,1,0,0,0,1,0,0,0,1,0,1,קדימה צורן,גורדון 52,1,0
לה פטיט פריז קונדיטוריה,8.4,72,מחיר סביר,243,לא כשר,"הגפן, עין יעקב",0,1,0,0,0,0,0,0,1,1,0,0,עין יעקב,הגפן,0,1
ביגה,7.6,307,מחיר סביר,367,כשר,"עופר רחובות, רחובות",0,1,0,0,0,0,0,1,1,1,0,1,רחובות,עופר רחובות,1,1
קפה בפינה,8.2,74,מחיר סביר,152,כשר,"ניס, שדרות",0,0,0,0,0,1,0,0,1,1,0,0,שדרות,ניס,1,1
Tamar Gardens גני תמר מסעדת בשרים,7.8,43,מחיר סביר,171,כשר,"הנגב 18, קרית ים",0,0,1,0,0,0,0,0,0,0,0,0,קרית ים,הנגב 18,1,1
אצל גוטה קפה ומעדנייה,8.5,38,מחיר סביר,627,לא כשר,"נוף השרון 2, מתן",0,0,0,0,0,1,0,0,1,1,1,0,מתן,נוף השרון 2,0,1
פיירשטיין שווארמה על גחלים,8.2,476,מחיר זול,574,כשר,"שדרות אבא אבן 12, הרצליה",0,0,1,0,0,1,1,0,0,1,0,1,הרצליה,שדרות אבא אבן 12,1,0
אושי אושי גן הצפון,8,197,מחיר סביר,1077,כשר,הגושרים,1,0,0,0,0,1,1,0,0,1,0,1,הגושרים,0,1,1
ג'ויה,8.1,3943,מחיר סביר,437,לא כשר,"הברזל 4, תל אביב יפו",0,1,0,0,0,1,1,0,0,1,0,1,תל אביב יפו,הברזל 4,0,1
שיוסה,8.1,98,מחיר סביר,53,לא כשר,"הרב אברהם יצחק הכהן קוק 57, בני ברק",0,0,1,0,0,0,0,0,0,0,0,0,בני ברק,הרב אברהם יצחק הכהן קוק 57,0,1
יומה,8.7,898,מחיר סביר,762,כשר,"המייסדים 4, בנימינה גבעת עדה",1,0,1,0,1,1,0,0,0,1,0,1,בנימינה גבעת עדה,המייסדים 4,1,1
ג'וסילין,8,27,מחיר סביר,36,כשר,"גלעד 4, פרדס חנה כרכור",0,0,0,0,0,1,1,0,1,1,0,1,פרדס חנה כרכור,גלעד 4,1,1
גומבה,9,3389,מחיר סביר,1558,לא כשר,"ישפרו פלאנט, באר שבע",0,1,0,0,0,1,0,0,1,1,0,1,באר שבע,ישפרו פלאנט,0,1
קפה מוניטין,8.2,1525,מחיר סביר,447,כשר,"ירושלים 70, צפת",0,1,0,0,0,1,1,1,1,1,0,1,צפת,ירושלים 70,1,1
זהרה בכרכור,8.7,132,מחיר סביר,1060,כשר,"המייסדים 27, פרדס חנה כרכור",0,1,0,0,0,1,0,0,1,1,0,1,פרדס חנה כרכור,המייסדים 27,1,1
מסעודה עפולה,8,118,מחיר זול,204,לא כשר,"ברנר 3, עפולה",0,1,1,1,0,1,1,0,0,1,0,1,עפולה,ברנר 3,0,0
קפה קפה הגעתון נהריה,8.4,1494,מחיר סביר,585,כשר,"שדרות הגעתון 35, נהריה",0,1,0,0,0,1,1,0,1,1,0,1,נהריה,שדרות הגעתון 35,1,1
תאי צ'ו,8,18,מחיר סביר,234,לא כשר,"ילישביץ, פתח תקווה",1,0,0,0,0,1,1,0,0,1,0,0,פתח תקווה,ילישביץ,0,1
הצולנט הנתנייתי,8.5,53,מחיר זול,110,כשר,"אצ""ל 10, נתניה",0,0,1,0,0,1,1,0,0,0,0,0,נתניה,"אצ""ל 10",1,0
אלרדא,7.9,1610,מחיר סביר,0,לא כשר,"אל בישארה 21, נצרת",0,0,0,1,0,0,0,0,0,0,0,0,נצרת,אל בישארה 21,0,1
בליקר בייקרי,8.6,1874,מחיר סביר,337,כשר,"גלבוע 1, נוף הגליל",0,1,0,0,0,1,1,0,1,0,0,0,נוף הגליל,גלבוע 1,1,1
אצה סושי בר,7.5,116,מחיר סביר,404,כשר,"דרור 2, צור הדסה",1,0,0,0,0,0,0,0,0,1,0,1,צור הדסה,דרור 2,1,1
קפה אנסטסיה,9.3,8541,מחיר סביר,2172,כשר,"פרישמן 54, תל אביב יפו",0,0,0,0,0,1,0,0,1,1,0,1,תל אביב יפו,פרישמן 54,1,1
קפה לנדוור,8.1,1966,מחיר סביר,392,לא כשר,"הסדנא 6, רעננה",0,0,0,0,0,1,1,0,1,1,0,1,רעננה,הסדנא 6,0,1
שלהבתיה,8.4,383,מחיר סביר,719,כשר,"דרך ארץ 42, חריש",0,0,1,0,0,0,0,0,0,1,0,0,חריש,דרך ארץ 42,1,1
רק בשר,8.1,2997,מחיר סביר,1081,לא כשר,"בנימין שמוטקין 10, ראשון לציון",0,0,1,0,0,0,0,0,0,1,0,1,ראשון לציון,בנימין שמוטקין 10,0,1
פאט ויני,8.2,1274,מחיר יקר,432,לא כשר,"קניון חיפה, חיפה",0,1,0,0,0,0,0,0,0,1,0,1,חיפה,קניון חיפה,0,2
צייחנה chayxana,7.1,79,מחיר סביר,211,לא כשר,"בר כוכבא 32, פתח תקווה",0,0,1,0,0,0,0,0,0,1,0,1,פתח תקווה,בר כוכבא 32,0,1
מסעדת הקומה ה 11,8.1,349,מחיר יקר,319,כשר,"דרך מנחם בגין 136, תל אביב יפו",0,0,1,0,1,0,1,0,0,0,0,0,תל אביב יפו,דרך מנחם בגין 136,1,2
קפה קפה,8.4,753,מחיר סביר,321,כשר,"קניון העמקים, עפולה",0,0,0,0,0,0,1,0,1,0,0,0,עפולה,קניון העמקים,1,1
בורקס בבא,8.4,187,מחיר זול,160,כשר,"התע""ש 10, כפר סבא",0,1,0,0,0,1,0,0,0,1,0,1,כפר סבא,"התע""ש 10",1,0
להלה LaLa,8.5,1227,מחיר זול,1042,כשר,"הרצל 202, רחובות",0,1,0,0,0,1,1,0,0,1,0,1,רחובות,הרצל 202,1,0
זוזוברה,8.8,9712,מחיר סביר,895,לא כשר,"ויצמן 207, כפר סבא (מתחם G כפר סבא)",1,0,0,0,0,0,0,0,0,1,0,1,כפר סבא ,ויצמן 207,0,1
EatBar,8.9,1542,מחיר סביר,947,כשר,"משה דיין 2, ראש העין (מרכז טל)",0,0,1,0,0,1,1,0,0,1,0,1,ראש העין ,משה דיין 2,1,1
ג'ויס מסעדה כפרית,7.9,1255,מחיר סביר,426,כשר,"הותיקים 56, ביצרון",0,1,0,0,0,1,1,0,0,1,0,1,ביצרון,הותיקים 56,1,1
קפה לולה,8.5,2547,מחיר סביר,1079,לא כשר,"סמילנסקי 13, באר שבע",0,0,0,0,0,1,1,0,1,0,0,0,באר שבע,סמילנסקי 13,0,1
און ליין קפה,8.9,406,מחיר סביר,412,כשר,"קדושי השואה 63, הרצליה",0,1,0,0,0,1,1,0,1,1,0,1,הרצליה,קדושי השואה 63,1,1
גוסטו,8.9,3247,מחיר סביר,948,לא כשר,"פרישמן 90, תל אביב יפו",0,1,0,0,0,1,1,0,0,1,0,1,תל אביב יפו,פרישמן 90,0,1
עלאש בית של בשר,9,1623,מחיר סביר,1662,כשר,"שדרות הרכס 13, מודיעין מכבים רעות",0,0,1,0,0,1,1,0,0,1,0,1,מודיעין מכבים רעות,שדרות הרכס 13,1,1
קפה גרג,7.5,887,מחיר סביר,83,לא כשר,"עופר גרנד קניון, חיפה",1,0,0,0,0,0,0,0,1,0,0,0,חיפה,עופר גרנד קניון,0,1
פלאפל צי'קו,8.5,12,מחיר סביר,235,כשר,"יבנה 4, פתח תקווה",0,0,1,0,0,1,1,0,0,1,0,0,פתח תקווה,יבנה 4,1,1
מון,8.2,584,מחיר יקר,869,לא כשר,"החושלים 4, הרצליה",1,0,0,0,1,1,1,0,0,1,0,1,הרצליה,החושלים 4,0,2
קפה עלמה,7.3,261,מחיר סביר,372,לא כשר,"שדרות שבעת הכוכבים, הרצליה",0,0,0,0,0,0,0,0,1,1,0,1,הרצליה,שדרות שבעת הכוכבים,0,1
4SEA,8.6,422,מחיר סביר,1060,כשר,"אלי לנדאו 60, הרצליה (דניאל)",1,0,0,0,1,1,1,0,0,1,0,1,הרצליה ,אלי לנדאו 60,1,1
טופולופומפו,8.6,4278,מחיר יקר,702,לא כשר,"הסוללים 16, תל אביב יפו",1,0,0,0,1,0,0,0,0,1,0,1,תל אביב יפו,הסוללים 16,0,2
קפה לנדוור,8.4,1542,מחיר סביר,580,לא כשר,"שדרות טום לנטוס 26, נתניה (מרכז מסחרי אלון קרית השרון)",0,0,0,0,0,1,1,0,1,1,0,1,נתניה ,שדרות טום לנטוס 26,0,1
סולטן,8.8,1155,מחיר זול,444,לא כשר,"אגוזי 1, רמלה",0,0,1,0,0,1,0,0,0,0,0,0,רמלה,אגוזי 1,0,0
קפה לנדוור,8.3,1442,מחיר סביר,479,לא כשר,"שדרות יצחק רבין 18, עפולה (עמק סנטר)",0,0,0,0,0,1,1,0,1,1,0,0,עפולה ,שדרות יצחק רבין 18,0,1
Woksushi9,8.3,758,מחיר זול,330,לא כשר,"יגאל אלון 129, תל אביב יפו",1,0,0,0,0,1,0,0,0,1,0,1,תל אביב יפו,יגאל אלון 129,0,0
צ'וקה,7.7,2186,מחיר סביר,272,כשר,"עופר גרנד קניון, באר שבע",1,0,0,0,0,0,0,0,0,1,0,1,באר שבע,עופר גרנד קניון,1,1
המטבח,7.9,116,מחיר סביר,127,כשר,"עליית הנוער 47, גבעתיים",0,0,1,0,0,1,1,0,0,1,0,0,גבעתיים,עליית הנוער 47,1,1
גולדה גלידה,7.8,16,מחיר סביר,168,לא כשר,"החרושת 9, חיפה (חוצות המפרץ)",0,0,0,0,0,0,0,0,1,1,0,1,חיפה ,החרושת 9,0,1
Taste From The West,9.1,419,מחיר סביר,328,כשר,עזריאל,0,0,1,0,1,1,1,0,0,1,0,1,עזריאל,0,1,1
בורגרס בר,8.2,562,מחיר סביר,548,לא כשר,"מרכז מסחרי כיכר יהלום, מעלה אדומים",0,0,1,0,0,0,1,0,0,1,1,1,מעלה אדומים,מרכז מסחרי כיכר יהלום,0,1
פומו,8.9,3968,מחיר סביר,1307,לא כשר,"הברזל 11, תל אביב יפו",0,1,0,0,0,1,1,0,0,1,0,1,תל אביב יפו,הברזל 11,0,1
הצרכנייה,8.4,22,מחיר סביר,179,לא כשר,"החי""ל, נטעים",0,0,0,0,0,1,0,0,1,0,0,0,נטעים,"החי""ל",0,1
אצל נאג'י,8.4,290,מחיר סביר,265,לא כשר,"ז'בוטינסקי 9, רמלה",0,0,1,0,0,0,0,0,0,0,0,0,רמלה,ז'בוטינסקי 9,0,1
חוף דדו זמיר,9.1,1177,מחיר זול,214,לא כשר,חיפה,0,0,0,0,0,1,0,0,1,0,0,0,חיפה,0,0,0
ארקפה,7.9,689,מחיר סביר,228,לא כשר,"קניון גבעתיים, גבעתיים",0,0,0,0,0,1,1,0,1,0,0,0,גבעתיים,קניון גבעתיים,0,1
קפה ללוש,7.7,103,מחיר סביר,304,לא כשר,"נחום סוקולוב, נהריה",0,1,0,0,0,0,0,0,0,0,0,1,נהריה,נחום סוקולוב,0,1
גמברינוס,8.8,6949,מחיר סביר,1001,לא כשר,"הציונות 45, אשדוד",0,0,1,0,0,0,0,0,0,0,0,0,אשדוד,הציונות 45,0,1
מימי,8.1,218,מחיר סביר,1428,לא כשר,"אריק איינשטיין 3, הרצליה",0,1,0,0,0,1,1,0,1,1,0,1,הרצליה,אריק איינשטיין 3,0,1
פוקי מאסטר,6.9,425,מחיר סביר,77,כשר,"הסיבים 6, פתח תקווה",1,0,0,0,0,0,0,0,0,1,0,1,פתח תקווה,הסיבים 6,1,1
רולדין,8.1,699,מחיר סביר,301,כשר,"הרצל 10, גדרה",0,1,0,0,0,1,0,0,1,1,0,0,גדרה,הרצל 10,1,1
לחם בשר,8.1,2414,מחיר סביר,494,כשר,"דוד רמז 4, ירושלים (התחנה הראשונה)",0,0,1,0,0,1,1,0,0,1,1,1,ירושלים ,דוד רמז 4,1,1
DUBAI RESTAURANT,7.4,13,מחיר סביר,92,לא כשר,"אל ג'ליל, סח'נין",0,0,1,0,0,0,0,0,0,0,0,1,סח'נין,אל ג'ליל,0,1
אינסטגאראם קפה,6.8,14,מחיר סביר,287,לא כשר,"צומת מצר, אזור חדרה",0,0,0,0,0,1,0,0,1,0,0,0,אזור חדרה,צומת מצר,0,1
קזבלנקה,7.8,442,מחיר סביר,227,לא כשר,"שכונת השכונה המערבית, דאלית אל כרמל",0,0,1,0,0,0,0,0,0,0,0,0,דאלית אל כרמל,שכונת השכונה המערבית,0,1
Levant Restaurant & Cafe,8.7,393,מחיר סביר,317,לא כשר,בוקעתא,1,1,0,0,0,1,0,0,0,1,0,0,בוקעתא,0,0,1
הבית התימני גדרה,8.5,37,מחיר סביר,1315,כשר,"ביאליק 1, גדרה",0,0,1,0,0,0,0,0,0,1,0,1,גדרה,ביאליק 1,1,1
אצה סושי בר,8.5,1485,מחיר סביר,797,כשר,"שדרות הגעתון 42, נהריה",1,0,1,0,0,1,0,0,0,1,0,1,נהריה,שדרות הגעתון 42,1,1
קפה הדס,7.8,208,מחיר זול,205,כשר,"לח""י 2, בני ברק (דן דיזיין סנטר)",0,1,0,0,0,0,1,0,1,1,0,0,בני ברק ,"לח""י 2",1,0
מאמא חלסה,8.7,2370,מחיר סביר,450,כשר,"שדרות יובל יניב 1, קרית שמונה",0,0,1,0,0,1,1,0,0,1,0,0,קרית שמונה,שדרות יובל יניב 1,1,1
Ilforno,8.8,143,מחיר סביר,486,לא כשר,"שכונת אל מג'לס אל קדים, כפר מנדא",0,1,0,0,0,1,1,0,0,0,0,0,כפר מנדא,שכונת אל מג'לס אל קדים,0,1
ניושי,7.9,672,מחיר סביר,575,כשר,"דם המכבים 55, מודיעין מכבים רעות",1,0,0,0,0,0,0,0,0,1,0,1,מודיעין מכבים רעות,דם המכבים 55,1,1
קפה 111,7.8,1211,מחיר סביר,454,כשר,"סוקולוב 111, רמת השרון",0,1,0,0,0,1,1,0,1,1,0,0,רמת השרון,סוקולוב 111,1,1
